epoch,f1_score,iou_score,loss,lr,val_f1_score,val_iou_score,val_loss
2,0.8607141971588135,0.7554855942726135,1.1104869842529297,0.0005,0.9049723148345947,0.8264378309249878,0.8839424848556519
3,0.8696960210800171,0.7694355845451355,1.056693196296692,0.0005,0.9027643799781799,0.8227624893188477,0.8873422145843506
4,0.876704216003418,0.7804749011993408,1.028193473815918,0.0005,0.9078683257102966,0.8312809467315674,0.8694642186164856
5,0.873470664024353,0.775364339351654,1.045390248298645,0.00025,0.9090611338615417,0.8332833051681519,0.8701575994491577
6,0.8685703277587891,0.7676750421524048,1.0781700611114502,0.00025,0.9099467396736145,0.8347727060317993,0.8590274453163147
7,0.8750315308570862,0.7778277397155762,1.0433297157287598,0.00025,0.9014027714729309,0.8205034136772156,0.9043254852294922
8,0.8790267109870911,0.7841639518737793,1.0193449258804321,0.00025,0.9136098623275757,0.8409592509269714,0.8346865177154541
9,0.8668389320373535,0.7649741768836975,1.07889986038208,0.00025,0.9028868675231934,0.8229660391807556,0.9067873954772949
10,0.8806135654449463,0.7866930365562439,1.0012277364730835,0.00025,0.9164139628410339,0.8457232713699341,0.7996423840522766
11,0.866733729839325,0.7648102045059204,1.0712571144104004,0.00025,0.9090152978897095,0.833206295967102,0.8627482056617737
12,0.877946138381958,0.7824457883834839,1.0159614086151123,0.00025,0.8978907465934753,0.8147020936012268,0.9332953691482544
13,0.870040774345398,0.7699753046035767,1.0553196668624878,0.00025,0.9112503528594971,0.8369695544242859,0.844636082649231
14,0.8814082741737366,0.7879623770713806,1.0022835731506348,0.00025,0.9109635353088379,0.8364858627319336,0.8563041687011719
15,0.8662317991256714,0.7640290260314941,1.0687252283096313,0.000125,0.9067454934120178,0.8294001221656799,0.8779377341270447
16,0.8720938563346863,0.7731970548629761,1.0391660928726196,0.000125,0.9123775959014893,0.8388735055923462,0.8431869149208069
17,0.8664869666099548,0.764426052570343,1.0685398578643799,0.000125,0.903708279132843,0.8243319392204285,0.888126790523529
18,0.8882525563240051,0.7989696860313416,0.9579684734344482,0.000125,0.8908931612968445,0.8032527565956116,0.9671183824539185
19,0.8669024109840393,0.7650731801986694,1.0554590225219727,6.25e-05,0.9168011546134949,0.8463830351829529,0.8208270072937012
20,0.877270519733429,0.7813728451728821,1.0157467126846313,6.25e-05,0.913943350315094,0.8415245413780212,0.8272753953933716
21,0.8727981448173523,0.774304986000061,1.0373648405075073,6.25e-05,0.9096900820732117,0.8343408703804016,0.8539933562278748
22,0.8780263066291809,0.7825729846954346,1.0006966590881348,6.25e-05,0.9147988557815552,0.8429762721061707,0.8160410523414612
23,0.8689498901367188,0.7682682275772095,1.058813214302063,3.125e-05,0.8972366452217102,0.813625693321228,0.9218767285346985
24,0.8771914839744568,0.781247615814209,1.0176271200180054,3.125e-05,0.9059717655181885,0.8281063437461853,0.8768380880355835
25,0.8736915588378906,0.7757126092910767,1.0287631750106812,3.125e-05,0.9033488035202026,0.8237339854240417,0.8849321603775024
26,0.87481290102005,0.7774822115898132,1.018465280532837,3.125e-05,0.9079272150993347,0.831379771232605,0.861574113368988
27,0.8754456639289856,0.7784822583198547,1.0371956825256348,1.5625e-05,0.9168358445167542,0.8464422225952148,0.8051403760910034
28,0.8676020503044128,0.7661635875701904,1.0573973655700684,1.5625e-05,0.9102016687393188,0.8352019786834717,0.8455182909965515
29,0.867146372795105,0.7654531002044678,1.0512863397598267,1.5625e-05,0.9065409302711487,0.8290579319000244,0.8709988594055176
0,0.8327517509460449,0.7134315967559814,2.0467779636383057,0.0005,0.9123417139053345,0.8388128280639648,1.9937800168991089
1,0.9532911777496338,0.9107508659362793,1.4935370683670044,0.0005,0.9449496269226074,0.8956440091133118,1.7447078227996826
2,0.9578849673271179,0.9191739559173584,1.2903507947921753,0.0005,0.951846718788147,0.9081178307533264,1.6610811948776245
3,0.9621772170066833,0.9271111488342285,1.1470659971237183,0.0005,0.8848742842674255,0.7935197353363037,2.011476993560791
4,0.9636498093605042,0.9298495054244995,1.0364556312561035,0.0005,0.9297417402267456,0.8687077760696411,1.0447996854782104
5,0.966152012348175,0.9345203042030334,0.9385837316513062,0.0005,0.9138063192367554,0.8412922620773315,0.842232882976532
6,0.9686625599861145,0.9392295479774475,0.85560542345047,0.0005,0.9101187586784363,0.8350622653961182,0.7709543108940125
7,0.9682314395904541,0.9384192228317261,0.7906284928321838,0.0005,0.9097698926925659,0.8344751596450806,0.7773728370666504
8,0.9687556624412537,0.9394046068191528,0.742457389831543,0.0005,0.9106813073158264,0.8360100388526917,0.7416849732398987
9,0.9685187339782715,0.938959002494812,0.6850538849830627,0.0005,0.9128342866897583,0.8396459817886353,0.7041923403739929
10,0.9714641571044922,0.9445117115974426,0.6322734355926514,0.0005,0.919130265712738,0.8503617644309998,0.6714533567428589
11,0.9742025136947632,0.9497026205062866,0.5791161060333252,0.0005,0.9394477009773254,0.8858098387718201,0.5742437839508057
12,0.9752817749977112,0.9517560005187988,0.5405086874961853,0.0005,0.9506064057350159,0.9058626294136047,0.5369483828544617
13,0.974200963973999,0.9496996998786926,0.5167083740234375,0.0005,0.9706435203552246,0.9429615139961243,0.48374268412590027
14,0.9757452607154846,0.9526392817497253,0.48504793643951416,0.0005,0.9677755236625671,0.9375631213188171,0.4585358500480652
15,0.9754038453102112,0.9519885778427124,0.46510064601898193,0.0005,0.9686866998672485,0.9392749071121216,0.41163167357444763
16,0.9754101634025574,0.9520005583763123,0.4433375597000122,0.0005,0.9711711406707764,0.9439579248428345,0.38952308893203735
17,0.9763177037239075,0.9537312984466553,0.42707499861717224,0.0005,0.9719640016555786,0.9454571604728699,0.41033023595809937
18,0.976676344871521,0.9544159770011902,0.40803444385528564,0.0005,0.9720887541770935,0.9456932544708252,0.3837997615337372
19,0.9770336151123047,0.9550985097885132,0.39028605818748474,0.0005,0.9547452330589294,0.9134091734886169,0.7238805890083313
20,0.9776244163513184,0.9562283158302307,0.3772146999835968,0.0005,0.9631402492523193,0.928901195526123,0.3688952922821045
21,0.9769712686538696,0.9549791812896729,0.3690457344055176,0.0005,0.9642382860183716,0.9309460520744324,0.5539514422416687
22,0.9778997302055359,0.9567552804946899,0.3533531129360199,0.0005,0.972898006439209,0.947226345539093,0.3860774636268616
23,0.9772075414657593,0.9554306864738464,0.348881334066391,0.0005,0.9705982804298401,0.9428761005401611,0.41967347264289856
24,0.9779204726219177,0.9567948579788208,0.3385179042816162,0.0005,0.9726108908653259,0.9466820955276489,0.3798099160194397
25,0.9772549867630005,0.9555215239524841,0.3355974853038788,0.00025,0.9716287851333618,0.9448230266571045,0.3092905580997467
26,0.9781680107116699,0.9572688937187195,0.3264046609401703,0.00025,0.974050760269165,0.9494142532348633,0.31713441014289856
27,0.9784343838691711,0.9577792882919312,0.3200182020664215,0.00025,0.9742545485496521,0.9498014450073242,0.32725632190704346
28,0.9787189960479736,0.9583249688148499,0.315401554107666,0.00025,0.9737694263458252,0.9488797187805176,0.33517324924468994
29,0.9789667129516602,0.9587997198104858,0.31105607748031616,0.00025,0.9726085662841797,0.9466777443885803,0.3026334047317505
0,0.8957380652427673,0.8111644983291626,1.6675273180007935,0.0005,0.9219357967376709,0.855177104473114,1.7508361339569092
1,0.9555020928382874,0.9147955775260925,1.178097128868103,0.0005,0.9247224926948547,0.8599849939346313,1.7084877490997314
2,0.9598499536514282,0.9227994084358215,0.9817150235176086,0.0005,0.9137908220291138,0.8412659764289856,1.226043939590454
3,0.9628666639328003,0.9283924698829651,0.8751726150512695,0.0005,0.9091031551361084,0.8333538770675659,0.9385660290718079
4,0.9660081267356873,0.9342511296272278,0.7543832659721375,0.0005,0.9141923785209656,0.8419468998908997,0.8208110928535461
5,0.9662278294563293,0.9346622228622437,0.682594895362854,0.0005,0.9084715843200684,0.8322930932044983,0.8654621243476868
6,0.9679935574531555,0.9379722476005554,0.6101378202438354,0.0005,0.9644961953163147,0.9314269423484802,0.615877091884613
7,0.970710813999176,0.9430885910987854,0.5542792677879333,0.0005,0.9619863033294678,0.9267569184303284,0.5981837511062622
8,0.9719768762588501,0.9454814195632935,0.510097086429596,0.0005,0.9640018939971924,0.9305054545402527,0.5188407301902771
9,0.9738156795501709,0.9489677548408508,0.4716072082519531,0.0005,0.9654144048690796,0.9331411123275757,0.4887140095233917
10,0.9739145636558533,0.9491555094718933,0.4532333016395569,0.0005,0.9703376293182373,0.9423843026161194,0.47896161675453186
11,0.9726914167404175,0.9468348622322083,0.4349161386489868,0.0005,0.9696798920631409,0.9411443471908569,0.46437063813209534
12,0.9745085835456848,0.9502846002578735,0.40393421053886414,0.0005,0.9704228043556213,0.9425449967384338,0.42097190022468567
13,0.975483775138855,0.9521408677101135,0.3802304267883301,0.0005,0.9679924845695496,0.9379703402519226,0.393182635307312
14,0.975448727607727,0.9520739316940308,0.3665260672569275,0.0005,0.9684076309204102,0.9387503266334534,0.4477469325065613
15,0.9729948043823242,0.947409987449646,0.37038788199424744,0.0005,0.9708506464958191,0.9433525800704956,0.4380689561367035
16,0.9759028553962708,0.9529397487640381,0.34435904026031494,0.0005,0.9727391600608826,0.946925163269043,0.32881098985671997
17,0.9769352674484253,0.9549105763435364,0.327680766582489,0.0005,0.9727452993392944,0.946936845779419,0.3646271824836731
18,0.9770052433013916,0.9550442695617676,0.31848040223121643,0.0005,0.9734593033790588,0.9482909440994263,0.3347516357898712
19,0.9771995544433594,0.9554157853126526,0.30912572145462036,0.0005,0.9741984009742737,0.9496947526931763,0.3131013810634613
20,0.9780883193016052,0.957116425037384,0.2968771755695343,0.0005,0.9735206961631775,0.9484074711799622,0.3163735866546631
21,0.9783332943916321,0.9575853943824768,0.2908024191856384,0.0005,0.9740718603134155,0.9494543075561523,0.30523577332496643
22,0.9764458537101746,0.9539759159088135,0.3000808358192444,0.0005,0.9735309481620789,0.9484269618988037,0.32045847177505493
23,0.9775246977806091,0.9560375809669495,0.28961747884750366,0.0005,0.971648633480072,0.944860577583313,0.3638317584991455
24,0.9772986173629761,0.9556050896644592,0.28011491894721985,0.0005,0.9689318537712097,0.9397360682487488,0.38242486119270325
25,0.9786199927330017,0.9581351280212402,0.27072539925575256,0.0005,0.9704439043998718,0.942584753036499,0.37033969163894653
26,0.9788224101066589,0.9585233330726624,0.26583588123321533,0.00025,0.973530650138855,0.9484264254570007,0.3168562352657318
27,0.9788388013839722,0.958554744720459,0.2616705298423767,0.00025,0.9745224118232727,0.9503108263015747,0.290401816368103
28,0.9790735840797424,0.9590049982070923,0.26277124881744385,0.00025,0.9712342619895935,0.9440771341323853,0.3823932111263275
29,0.9781855344772339,0.957302451133728,0.26209932565689087,0.00025,0.9743485450744629,0.9499801993370056,0.29790353775024414
30,0.9791397452354431,0.9591320157051086,0.2558034658432007,0.00025,0.9737743139266968,0.9488890171051025,0.3109113574028015
31,0.9794595837593079,0.959746241569519,0.2525915801525116,0.00025,0.9745731949806213,0.9504073858261108,0.2816019654273987
32,0.9795342087745667,0.9598894715309143,0.2501995861530304,0.00025,0.9729019403457642,0.9472337365150452,0.3332686126232147
33,0.979509711265564,0.959842324256897,0.24997366964817047,0.00025,0.9737676978111267,0.9488764405250549,0.3139561712741852
34,0.9796891212463379,0.9601870775222778,0.24681252241134644,0.00025,0.9749682545661926,0.9511591196060181,0.2856155335903168
35,0.979310154914856,0.9594588279724121,0.24617330729961395,0.00025,0.9749153852462769,0.9510584473609924,0.2808895707130432
36,0.9797050356864929,0.9602174758911133,0.2448553889989853,0.00025,0.9740476608276367,0.9494083523750305,0.2951309382915497
37,0.9793810844421387,0.9595953226089478,0.24578997492790222,0.00025,0.9734043478965759,0.9481866955757141,0.3107210099697113
38,0.9787279367446899,0.9583421945571899,0.24762532114982605,0.00025,0.9725207090377808,0.9465112686157227,0.26368650794029236
39,0.9794394373893738,0.9597072601318359,0.24340786039829254,0.00025,0.9746389985084534,0.9505324959754944,0.28267619013786316
40,0.9798758625984192,0.9605455994606018,0.2370947003364563,0.00025,0.9743762612342834,0.9500328898429871,0.2975170910358429
41,0.9800094962120056,0.9608023762702942,0.2368963360786438,0.00025,0.9745099544525146,0.9502871036529541,0.29800671339035034
42,0.9799757599830627,0.9607375860214233,0.23490072786808014,0.00025,0.9735838174819946,0.9485272765159607,0.3104321360588074
43,0.9801949262619019,0.9611592292785645,0.2353259027004242,0.000125,0.9750775098800659,0.9513671398162842,0.2786722779273987
44,0.9803256988525391,0.9614105820655823,0.23046629130840302,0.000125,0.9750579595565796,0.9513298273086548,0.2809751033782959
45,0.9805773496627808,0.9618948101997375,0.22952648997306824,0.000125,0.9747263193130493,0.9506986737251282,0.2878429591655731
46,0.9806239008903503,0.961984395980835,0.2268763780593872,0.000125,0.9745792150497437,0.9504188895225525,0.29203614592552185
47,0.9809213280677795,0.9625571966171265,0.22516390681266785,6.25e-05,0.974503755569458,0.9502753019332886,0.2968439757823944
48,0.980879545211792,0.9624764919281006,0.2254861444234848,6.25e-05,0.9746177196502686,0.9504920840263367,0.29375484585762024
49,0.9809626340866089,0.9626365303993225,0.22383515536785126,6.25e-05,0.9745346307754517,0.9503340721130371,0.2962111234664917
50,0.9811059832572937,0.9629128575325012,0.22273585200309753,6.25e-05,0.9746765494346619,0.9506039619445801,0.29363518953323364
51,0.981059193611145,0.9628224968910217,0.22282542288303375,3.125e-05,0.9744800329208374,0.9502301812171936,0.2971976399421692
52,0.9811142086982727,0.9629285335540771,0.22238415479660034,3.125e-05,0.9745292663574219,0.9503238201141357,0.2957945764064789
53,0.9812270402908325,0.9631462097167969,0.22215110063552856,3.125e-05,0.9748916625976562,0.9510132670402527,0.28677958250045776
54,0.9810895919799805,0.9628811478614807,0.22189189493656158,3.125e-05,0.9748293161392212,0.9508946537971497,0.2877407968044281
55,0.9812449812889099,0.9631805419921875,0.22120003402233124,1.5625e-05,0.9748997092247009,0.95102858543396,0.28461387753486633
